function,method,n,eval_count,mean_estimate,std_estimate,exact,mean_abs_error,rel_error,accept_rate,lag1_autocorr,ess_lag1,repeat
gaussian_peak,monte_carlo,10,10,0.15576123105330816,0.09478175595163768,0.1772453850902791,0.02148415403697093,0.12121135919013112,,,,30.0
gaussian_peak,monte_carlo,50,50,0.17953074267504252,0.043904142671349046,0.1772453850902791,0.00228535758476342,0.012893749440073625,,,,30.0
gaussian_peak,monte_carlo,100,100,0.18228302769243623,0.02824946670696347,0.1772453850902791,0.0050376426021571385,0.02842185481777841,,,,30.0
gaussian_peak,monte_carlo,500,500,0.17442884536203385,0.011765765292355361,0.1772453850902791,0.0028165397282452487,0.015890623763268406,,,,30.0
gaussian_peak,monte_carlo,1000,1000,0.17677583678462425,0.008434693161395657,0.1772453850902791,0.00046954830565484884,0.0026491426302337104,,,,30.0
gaussian_peak,monte_carlo,5000,5000,0.17775409063735098,0.003802000423375633,0.1772453850902791,0.000508705547071886,0.0028700637075136214,,,,30.0
gaussian_peak,monte_carlo,10000,10000,0.17753102911335536,0.002866915877292867,0.1772453850902791,0.0002856440230762647,0.0016115738242255123,,,,30.0
gaussian_peak,monte_carlo,50000,50000,0.17761014347150406,0.0016382831816508776,0.1772453850902791,0.00036475838122496107,0.002057928791991809,,,,30.0
gaussian_peak,monte_carlo,100000,100000,0.17729838189018451,0.0010307146426978635,0.1772453850902791,5.299679990541928e-05,0.00029900242468048244,,,,30.0
gaussian_peak,quasi_mc,10,10,0.21294483122882144,,0.1772453850902791,0.03569944613854234,0.20141255649820725,,,,
gaussian_peak,quasi_mc,50,50,0.18653328939711733,,0.1772453850902791,0.009287904306838235,0.052401388629145326,,,,
gaussian_peak,quasi_mc,100,100,0.17968575673848006,,0.1772453850902791,0.002440371648200962,0.013768322639023691,,,,
gaussian_peak,quasi_mc,500,500,0.17726907552713464,,0.1772453850902791,2.3690436855544617e-05,0.00013365897703614683,,,,
gaussian_peak,quasi_mc,1000,1000,0.17724563648572136,,0.1772453850902791,2.513954422689313e-07,1.4183468987973042e-06,,,,
gaussian_peak,quasi_mc,5000,5000,0.17724634750493143,,0.1772453850902791,9.624146523334876e-07,5.429843219011238e-06,,,,
gaussian_peak,quasi_mc,10000,10000,0.17724538509032253,,0.1772453850902791,4.343747583845925e-14,2.450697140370373e-13,,,,
gaussian_peak,quasi_mc,50000,50000,0.17724538509029494,,0.1772453850902791,1.584843367652411e-14,8.94152119585612e-14,,,,
gaussian_peak,quasi_mc,100000,100000,0.17724538509028004,,0.1772453850902791,9.43689570931383e-16,5.324198260229564e-15,,,,
gaussian_peak,mcmc,10,10,0.17478436854231463,0.12137888682185934,0.1772453850902791,0.002461016547964462,0.013884799013023412,0.840957095709571,0.11834164528292294,7.391440233022377,30.0
gaussian_peak,mcmc,50,50,0.17655086577075926,0.060793827344902046,0.1772453850902791,0.0006945193195198318,0.003918405656463674,0.8415238095238097,0.2023587614486507,34.29745468903547,30.0
gaussian_peak,mcmc,100,100,0.17716624361189262,0.043481568719680445,0.1772453850902791,7.914147838647412e-05,0.0004465079773228724,0.8416363636363636,0.25244907222064467,61.51397823379418,30.0
gaussian_peak,mcmc,500,500,0.17729925516161885,0.018835266560077585,0.1772453850902791,5.387007133975108e-05,0.0003039293311490881,0.8412,0.2550248185733566,297.9215046415499,30.0
gaussian_peak,mcmc,1000,1000,0.17719227718822333,0.013254058613857131,0.1772453850902791,5.31079020557601e-05,0.0002996292514398039,0.8408333333333332,0.27322365563189493,571.8327576851387,30.0
gaussian_peak,mcmc,5000,5000,0.1771640140692986,0.005816650224346158,0.1772453850902791,8.137102098049187e-05,0.0004590868243991003,0.8410222222222222,0.28254168159184345,2797.6900542109806,30.0
gaussian_peak,mcmc,10000,10000,0.17706870234098082,0.0036585349097354005,0.1772453850902791,0.00017668274929827366,0.000996825667468189,0.840730303030303,0.28036670402713665,5621.212150799797,30.0
gaussian_peak,mcmc,50000,50000,0.17741777732755953,0.002079869803841653,0.1772453850902791,0.00017239223728043873,0.0009726190455826625,0.8404738562091504,0.2822056273707795,27991.549775854404,30.0
gaussian_peak,mcmc,100000,100000,0.17733330312369538,0.0010447189034631303,0.1772453850902791,8.79180334162899e-05,0.0004960243865955058,0.840325412541254,0.2816692895023777,56047.679587982835,30.0
